text,label,language
 ComedyPosts Harlem shake is just an excuse to go full retard for 30 seconds ,insult,eng
 ComedyTruth amen miley 128591 http t co P2Kb2tfyxr okay but she don t need to act like a hoe just bc she s emotionally damaged foh,insult,eng
 CoryBandz having one loyal female is wayyyyy better than having hoes idc 128175 ,insult,eng
 Crhedrys Pussy licking pussy meow meow StopWhitePeople2014 128049 https t co KeegDCjS5K 8221 128533 ,insult,eng
 DBAB Holloway Check out our 12th man CowboysNation even with all those faggot ny fans in the stands,insult,eng
 DGotBricks What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,insult,eng
 DaeDaviDavie white thunduh im the bitch okay nudes pat 128554 128527 128056 wow,insult,eng
 DevilGrimz VigxRArts you re fucking gay blacklisted hoe Holding out for TehGodClan anyway http t co xUCcwoetmn,insult,eng
 DiamondLoudKush The fuck be wrong with these bitches Nobody knows,insult,eng
 Dietrich1892 Yall shut up p make me bitch,insult,eng
 DionaIrish I hate a I m pregnant type of bitch ,insult,eng
 DoYou Q Got bitches in the DM but I don t ever read em which is y your top 3,insult,eng
 DomWorldPeace Baseball season for the win Yankees This is where the love started,insult,eng
 Dommoneek Little stupid as bitch I don t fuck with yoooooouuuu ,insult,eng
 DreadheadAri she really asked me that dead ass serious tho all i could say was bitch wheet LOL,insult,eng
 DunderbaIl I m an early bird and I m a night owl so I m wise and have worms ,insult,eng
 EdgarPixar Overdosing on heavy drugs doesn t sound bad tonight I do that pussy shit every day ,insult,eng
 El Grillo1 Pit Bulls Photographed As Lovely Fairy Tale Creatures http t co Q0Sm89oOLh 8221 They are fairy tale creatures ,insult,eng
 Ferocious Ghost 1stName Bravo Aw fag don t tweet aw to me lol,insult,eng
 FloKid88 As long as the Lakers trash from now on I could careless And that s real CC BENBALLER hahaha,insult,eng
 Frosstyy h0rheyd I didn t say anything tho kiss me then faggot,insult,eng
 FunnyPicsDepot this the I play soccer cheat on girls and wear khaki coloured cargos haircut http t co ZUai7qWBIR 128514 yup,insult,eng
 G27Status I could go for a fat ass bitch on my lap same,insult,eng
 GEDMelle 17 missed calls 128544 128545 Das yo P O bitch twitter finna be screamn FreeMoneyMelle,insult,eng
 GTM Al Ya side bitch gotta know it s rules to this shit anybody ask you my cousin from jersey thinkin bout moving lmmfao 128514 128514 128514 128514 ,insult,eng
 GagaTom1 8220 MaleFoot 3 Amo los pies http t co 4QE1hDkK8i 8221 fuck yeah,insult,eng
 GirlThatsVonte These hoes be thinking Meat won t slap they ass 128564 128075 ainna bruh,insult,eng
 GirlThatsVonte Yall bitches wit no edges be doing the most talking 128553 128564 9995 128514 128514 128514 ,insult,eng
 GirlThatsVonte Yall still going trick or treating this year or nah hell yeah ima be da sweet tooth bandit steal bitches bags n shit,insult,eng
 Girllssues I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck,insult,eng
 Gizzy Jones94 If she kiss u with her eyes open watch that bitch lmfao,insult,eng
 Goofstroop You a woulda coulda shoulda ass hoe 128563 128586 ,insult,eng
 Gotti LTF Happy Bday Bitch Ass Nigga JetsAndASwisher preciate that bitch roll up ,insult,eng
 HBMostDope 1Jayee PipinHoes used to send that bitch up ,insult,eng
 HBMostDope Ugly bitches be like I m my own WCW duh bitch you ain t nobody elses 128514 128514 ,insult,eng
 HaloTGMG 1stName Bravo nigga you know we hacky sack hoes nah I throw no look passes lmao,insult,eng
 HeartlessFuck Glad I m getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em ,insult,eng
 HermosaAlma This isn t ghetto it s smart https t co MPAzQ3Jswf I m doing this idc,insult,eng
 HiImJoriB I would wife a hoe only cuz we wouldn t care that we cheating in each other why force the relationship in the first place ,insult,eng
 HornyFacts Being single isn t an excuse to be a hoe TheOneMiss Luu,insult,eng
 HoskinsTy96 White boy power bitch black power bitch,insult,eng
 Hudgens 11 Lets get drunk get blowed spit shit spark blunts amp fuck hoes Bro white dudes have no chill ,insult,eng
 IScoutGirls verbally abrupt bitch where u been Around the world and back Where you been ,insult,eng
 ItsYahBoiRay anelylove if I don t get my dick sucked at yo party by a bad bitch I m fr gone set it off 128514 128514 128514 128514 by anelylove ,insult,eng
 Itsyesie oomf is soooo cute But he probably has hoes on him a lot ,insult,eng
 JAYten9 In every cartoon theirs alway a nuffsaid15 saving these hoes lmao http t co 9uKD8wtZ6x lmao damn captain SaveAHoe,insult,eng
 JReebo Who wants to get there nose in these bad bois then scally chav sockfetish stinking http t co FeQxgN0W6I hot sox and legs,insult,eng
 JamesyNBA I wish I was a bitch like my brother keezy 128530 ooooow I bet you do,insult,eng
 JasminePore If you dressed up as a cat for Halloween you are basic or a pussy,insult,eng
 Jewelxo Can pornhub just get a gaming stream feature so these dumb bitches can gtfo Pornhub get on it Katie lt 3,insult,eng
 JoeBudden stop being scared to choke her during sex u bitch ass niggas She 8217 ll like it Says the guy who hits women out of bed FOH,insult,eng
 Johnny55Perez white thunduh ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig,insult,eng
 KazAtta 1TAKEHOV Oh man its 5 am you off a molly ho where the fuck ya seed at fixed,insult,eng
 KelsieBelsi You re not a man if you refer to every girl as a bitch ,insult,eng
 KeyshawnSwag Lmfao this cat started beating the shit out of me my nigga finally got some pussy MY NIGGA ,insult,eng
 KeyshawnSwag Peel up peel up bring it back up rewind back where I m from they move Shaq from the line ooooow who tf said that trash ,insult,eng
 KingCuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,insult,eng
 KingHendo95 VonDreaam naw it s my old tape new cover my upcoming mixtape is KingOfTheHill Yeah I m waiting on that hoe Mayne ,insult,eng
 KingTeej Ol dirty foot ass bitches this was too funny to me ,insult,eng
 King Shawn 6 white thunduh that s where I get my yellow flags for being amazing 128079 128524 HELL YEAH NIGGY,insult,eng
 KissMySmilee Don t got time for bitches to be actin iffy ,insult,eng
 KnightfanNeal UCFPINKPARTY come on stay alive knights nation This is still the early bird special ComeAtMeUT,insult,eng
 KyraNadiya These hoes ain t loyal no they ain t http t co h1UBsVbkGl Smfh amp wonder why nobody decent wants them,insult,eng
 LCisTJ Bruh you studs keep thinking I m soft as hell Ask ya girl how many times she screamed she was my bitch Oh okay STFU BYE HOE ,insult,eng
 LODYCASH dry pussy bitches always blame it on the condom 128514 128079 128514 128079 128514 ,insult,eng
 LUNAraps shut yo bitch ass up https t co IemN1u0gm5 128557 128514 ,insult,eng
 LaFlareGodJosh Gucci Mane in jail and dropping mixtapes every month and you hoes can t even text back ,insult,eng
 Latrobemark You love these hoes more then money wats wrong these niggas ,insult,eng
 LeBronVuitton A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo sounding like me over there lol,insult,eng
 LiLFridayHOE Easy cum easy hoe That s a fact ,insult,eng
 LifeAsBros Charlie Sheen is too real http t co gGGdK3kOV7 major fucking respect for Charlie Sheen ,insult,eng
 Lightskingawdd Wish I had a bae 128533 You got all the hoes tho,insult,eng
 Lil Mike 12 Fuck twerking bitch can you cook ,insult,eng
 Linniekravitz WesGodLaFlare bitch wtf http t co DaSmycxODB,insult,eng
 Lipe the Great 8220 h0rheyd Lipe the Great Shut up zoe fight me pussy 8221 for zoe I m good man You are good ma am Move along now,insult,eng
 LolaaIsDope Lmao fucking snake bitches em,insult,eng
 Loveable Aizah Big booty hoes everywhere sheesh 128525 damn 127807 128064 127807 ,insult,eng
 MLBNetwork Stay tuned to MLBNetwork for an update on the report that Yankees 1B teixeiramark25 will be out 8 10 weeks dliming35 bum,insult,eng
 M Rad 8220 DezDLT I play soccer cheat on girls and wear khaki coloured cargos haircut http t co tYCIhD6PkW 8221 yes lmfao soccerboy 04,insult,eng
 MadFlyentist Oregon chokes every year get off the field trash ass program RFT,insult,eng
 MannyDiesel Def not cowboy lol RT ArtofFloyd Terrell Owens was the best Eagle amp Cowboy ever dude cried like a bitch on tv over Romo,insult,eng
 MarkRoundtreeJr LMFAOOOO I HATE BLACK PEOPLE https t co RNvD2nLCDR This is why there s black people and niggers,insult,eng
 Master11 20ToLife GabrielaStarr How could u do this to me bitch potent,insult,eng
 MaxMayo77 http t co 3Jk4kR44X3 a pissed lad past out I would lick his dirty soles while he slept ,insult,eng
 MaxMayo77 http t co PrrskknqRv love frat boy w soft long soles,insult,eng
 MaxMayo77 http t co XpSC3makgJ sexy lad with hot soles and arches ,insult,eng
 MegamindNick white thunduh nah fam I gotta cheat with the hoes depends on the female i feel,insult,eng
 Mesha nojas Vontethekidd 128079 128079 128079 128079 128588 I got hicks lol,insult,eng
 Migsmichelen This new twitter is confusing the shit out of me Go back to south america bitch,insult,eng
 Miikito x3 Toto means ass or vagina I think pussy cause toto santi is like nasty pussy,insult,eng
 MikelaHenry but what if he actually does choose the ugly bitch over you 58381 Her ass must be fat ,insult,eng
 MileyCyrus bitch couldn t kill my vibe if ya tried 127752 127752 127752 dis why i love miley ,insult,eng
 Montrell I m tired of bitches saying I look mean 128530 nigga you big af wear tight shirts and grim everybody ,insult,eng
 MotherJones 10 birds your grandkids may never see thanks to climate change http t co XqmXHkAsWt http t co RbITeGRnhm Climate,insult,eng
 MvckFadden Stay beautiful you bitch ,insult,eng
 NICKIMINAJ WutKinda r purple Ceeeleee man this gurl was jus playin on the stupid hoe track But in still shitted on sum gurls,insult,eng
 NastyCopper Money getting taller and bitches getting blurry ,insult,eng
 NewsomeJade I ain t never seen a bitch so obsessed with they nigga 128514 I m obsessed with mine 128529 ,insult,eng
 Nicholas ted33 Kobe stay talking trash But let s not forget http t co VH4tnEkvTP J Austin12 I meant to do this one Smh ,insult,eng
 NoChillPaz At least I m not a nigger http t co RGJa7CfoiT Lmfao,insult,eng
 No FAKINGG People always asking me what I m mixed with She a bad asian bitch lol,insult,eng
 NotoriousBM95 WhitePonyJr Ariza is a snake and a coward but at least he isn t a cripple like your hero Roach lmaoo,insult,eng
 OSAY it aint so 8220 IgnoreAllLaws Fosters home for imaginary trash 8221 WHOA CHILL that show was everything tf,insult,eng
 OfficialReplay I am lowkey tired if you tired be quiet and go to sleep hoe ,insult,eng
 PRAYINGFORHEAD 8220 macklemroe Stop bringing weird niggers into my mentions PRAYINGFORHEAD 8221 http t co cussDJesRK ,insult,eng
 PRETTyBOSs BRAt We don t love these hoes 128080 128581 ,insult,eng
 PatrickQuelo If yo girl cant have homeboys you a ol weak bitch ass nigga ,insult,eng
 Patsfanjoe32 d palomino52 I think worst advice I gave you was don t be a pussy and speed up lol ,insult,eng
 PoemsPorn Quote this tweet with your favorite animal pussy,insult,eng
 Poetic Success I hate when strippers tell you they re dancers Hoe ballet dancers don t pop their pussy to Beethoven You a STRIPPER ,insult,eng
 Poffalicious Andrewbryant Poff has double vision after 2 beers Poff Double pussy 128526 smh,insult,eng
 Poobie When bitches TWERK on the computer ME In ya 128089 in ya damn 128089 8252 65039 ,insult,eng
 ProdsJewel 8220 sreadthepeace 8220 yungmindless PeacePunkPrince Prince THIS is art http t co EPHRWxMBHr 8221 nobody takin his bitch ,insult,eng
 QUAN1T0 61 of welfare government aid is claimed by white people So y all black slander is trash now ,insult,eng
 QUAN1T0 These bitches don t care they just play that role ,insult,eng
 Queen Kaaat It took a while for you to find me but I was hiding In the lime tree Iemonaids dis bitch in da wrong tree bro ,insult,eng
 RTNBA Drakes new shoes that will be released by Nike Jordan Yes there s glitter on the shoes http t co QCtPLxHEXM dudes a fag,insult,eng
 RachieSoul DizzleOfficial inna di ghetto You alone lmaoo,insult,eng
 RamBoutIt 8220 Master11 20ToLife RamBoutIt hoes Austin 8221 teach us Austin I teach u how to get curved That s all I know,insult,eng
 ReachtheeCLIMAX bitches can t cook but know how to suck dick s o to the ones that can do both ,insult,eng
 RenegadeMo Fat hoes get chose lol,insult,eng
 RiahSM hoesaintloyal well they re hoes no one expects them to be loyal,insult,eng
 RishaaWilliams TRESHON SCROOGE Nevertrustt ol bitch ass http t co AmcOinY0wG,insult,eng
 RnadJorell Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo,insult,eng
 SacTownProdigy Just because tony romo at the mavs game dont mean he still not a bitch lmao Fuk them cowgirls lol bitch fuck you,insult,eng
 SamJLayman Holy shit Freddie Highmore was in Charlie and the Chocolate Factory Me rolls on the floor laughing ,insult,eng
 Samirahusic I don t want to have sex with my gf because I feel like I m using her anonymous Whata faggot,insult,eng
 SexualGxfs One of your followers with this 128525 128553 http t co F1TJl9xnCT somebody bitch if you don t,insult,eng
 Shaa Jenkins If ya bitch always bitching clearly she care Or just an annoying Bitch ,insult,eng
 ShanTaughtHer These catfish hoes thinkin they slick But niggas catching on 128524 ,insult,eng
 SheWentToJordan Can t worry about a bitch that ain t worried bout me real,insult,eng
 ShowArrive Side hoes are for insecure niggas that can t handle a real one ,insult,eng
 Shun stokes 128514 128514 128514 128514 RT bluprint 4 Lmao This bitch come scooting in the tent like she about to fuck some shit up 128557 128557 128557 ,insult,eng
 Shun stokes My cousin said he share hoes with his brothers He said sharing is caring and he love his brothers 128514 ,insult,eng
 SlimGirl Probz i m hungry but ionn wanna spend my money on food 128530 Broke hoe problems 128514 128514 128514 128128 ,insult,eng
 SmeegBaby Dese hoes be LYIN to all of us nigga ,insult,eng
 SnakecharmsDump http t co 4b427dQZCV oh yeah fuck that bitch,insult,eng
 SportsCenter Eli Manning just threw his NFL leading 27th interception of the season Lmao trash,insult,eng
 SportsCenter USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team 187 http t co JOOsdSubIR he s a bitch,insult,eng
 StellaTex Guess what I also have zero time for your mansplaining Adios Stfu pussy,insult,eng
 Stephenwildboy Chilling 128069 8482 http t co mik3iPNle6 sexy scally lad,insult,eng
 Strap I ain t sharing no bitch if you mines you mines 128175 ,insult,eng
 SukMySweetness money only impress the simple broke bitches ,insult,eng
 Sylvieamx Pisces will never be anybody s bitch they don t let people control or change them Rigghhht,insult,eng
 TEE JONEZ 16stanleys KingCuh tuku ho idk blah blah blah 128514 128514 128514 ,insult,eng
 TEE JONEZ KingCuh 16stanleys I m not mad cuh hahaha suure tuku ho ita 128514 128514 ,insult,eng
 TayKnosBest These hoes is crazy ,insult,eng
 Taylorr Babee You ain t ever gonna be a slice bitch Kevin hart ,insult,eng
 ThatniggaTroy Oomf so fuckin fine tho 128553 dam her don t be no bitch ,insult,eng
 TheGamerKingKev I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,insult,eng
 TheNewSAT NewSATQuestions Yeah bitch yeah bitch call me a Maybe b Steve O c Later d Jesse Pinkman machinegunkelly,insult,eng
 TheNymphoTweets Hickies in between her thighs right by her pussy gt gt gt Its only right,insult,eng
 TheOneMiss Luu Would you still love me when I m no longer young and beautiful No Ugly monkey ass ,insult,eng
 TheRealRickyB21 JetsAndASwisher Gook y all come through the front bitch I ain t coming,insult,eng
 TheRealRickyB21 JetsAndASwisher faggot bitch http t co 2HyyAbk4eH,insult,eng
 The Realist Sam Madrid2 yea I m on my iPad I don t work this Friday Let s ball this faggot up TropicalBlanket i work 2 5,insult,eng
 Theo17100 http t co BYj1HOyhmG this scally lad would get it,insult,eng
 TheoMaxximus GerrysHalloweenParty http t co 3ycrSrnjHc Halloween was yesterday stupid nigger,insult,eng
 TheoMaxximus Chrus still supahot tho walks up to teacher with test drops test in that bitch fohead http t co nb5VgdssgI,insult,eng
 Thornton25 8220 KantKeepAhBYTCH I love eating pussy lol I never get full lol 8221 I can eat that shit forever lol and ever ,insult,eng
 Tmacc GFG 8220 VoiceOfDStreetz Tmacc GFG 8220 tizzimarie No slushes 128549 8221 hoes nasty anyway fam 128564 8221 them hoes taste like meds 127815 127815 127868 ,insult,eng
 Tmacc GFG 8220 tizzimarie No slushes 128549 8221 hoes nasty anyway fam 128564 ,insult,eng
 Tmacc GFG BOBBY BITCH by BobbyShmurdaGS9 be getting me live as fuck hell yea i play that hoe before my workout,insult,eng
 TreLeKidd Yo bitch is Gucci Mane RT JabariTheGreat My bitch a stoner 128175 128175 http t co lt9LIJjpg9 128514 128514 128514 128514 128514 128514 ,insult,eng
 TweetGameLazy I can ride your bitch with no handle bars ,insult,eng
 TyJonCuffee And if you ain t a hoe get up out my traphoussseeeee ,insult,eng
 UberFacts 15 sad TV character deaths we re still bitter over http t co uLclFUF8nC http t co 1RXYQOOsM0 ned stark was the man,insult,eng
 UnHoly Jack These harbor bitches are all Party Bus hoes Lol all ,insult,eng
 Vbomb20 Woodchuck20 pussy love it,insult,eng
 VeronikaHumbert Ultraviolence video its coming you little bitch MTVHottest Lana Del Rey http t co 533fLbvWqh bitchy promo,insult,eng
 VineForTheByrd On my way to fuck your bitch https t co 4lMTFNL2iy LMFAO KITTYCOPTER,insult,eng
 WBUR A smuggler explains how he helped fighters along the Jihadi Highway http t co UX4anxeAwd ,insult,eng
 WBeezy QuaTheGreat Aww their avis look so cute together 128145 http t co 9lPorCb8w0 128128 128128 128128 do I gotta get Ike avi on this bitch ,insult,eng
 WBeezy Run DRC Its simple dont be a hoe dont worry about being exposed 128540 fight me why ,insult,eng
 WannabeKanye whys this bitch boosting herself http t co uOd2f5WtKV Her size isn t exactly the most healthy tho,insult,eng
 WitHaPrettyface 1nonlykeisha bet not be no bitches 128514 128080 128299 128299 128298 128514 128514 Kim bye ,insult,eng
 X XPDOTJDOT Damn near gotta protect my tweets stalkers being annoying you got that dope dick Drive these bitches loco,insult,eng
 XoJennyGirl I m making marack my girlfriend marackaf aye b you pullin hoes just like o taught you,insult,eng
 XoXo Angiee Bruno fag boy you love me ,insult,eng
 YEHits Von 8220 Run DRC I must be a bitch 8221 you are 128514 128514 128514 sike naw This why we always beefing 128514 ,insult,eng
 Yankees Down 6 1 Yankees look to rally in the bottom of the 9th RALLYCAP,insult,eng
 YoungRicooo 8220 WexicanAfro702 Don t take advantage of a nice person 8221 hoes everyjuan,insult,eng
 YoungRicooo Happy birthday bitch nigga WexicanAfro702 Thanks pal,insult,eng
 YoungRicooo Sad knowing that most hoes won t fuck with you bc you ain t got stacks wait till friday,insult,eng
 YunGMiGo Shane A1 cinco shit harder fucc nigga yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,insult,eng
 ZoeBarton3 h0rheyd ewww I said THAT last Sunday as in the last Sunday I was there Read it again nigs 128563 128563 128563 128563 128563 ,insult,eng
 BaDa Bing I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake ,insult,eng
 BeeDontCare My pussy still fresh lt something stank girls say ,insult,eng
 GeeWillikers Ass slapping is one the greatest things Haha 128527 I slapped a girl on the ass She got mad I aint get pussy for a week,insult,eng
 TommyCollins WeAreRichnow buffalobills yeah Texans are so much better you fucking retard I see that you re mad about this ,insult,eng
 MALIBUbarbie Nd wtf is up with dark bitches with blonde PLEASE HAVE SEVERAL SEATS HOE looking like black amp milds out here,insult,eng
 Sugga There s a lane some bitches need to stay in 128526 the left n get right the fuck outta our face 128557 128129 128536 ,insult,eng
 sneakyb I hate when boys deny that they have bitches 128080 128553 smh,insult,eng
 taradise Ya nigs out there still saying y all don t eat butt WITH A STRAIGHT FACE ,insult,eng
 youreWelcome Im a boss ass bitch that needs to sit in a corner,insult,eng
 iwantfranny He s a hoe I can t ,insult,eng
 prettyflvck0 Me And Paul Thinkin Bout Gettin Rentals For Da Weekend 128665 128168 128168 oooh shit bitches betta stay out da streets,insult,eng
 rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military it s a different story 128564 ,insult,eng
 simplycaitlin why do my friends hate me because you a ratchet hoe ,insult,eng
