text,language,label
sp!ngo!,fr,insult
sp1ng01,fr,insult
sp1ngo1,fr,insult
sping0i,fr,insult
spingoi,fr,insult
tr0,fr,insult
tro,fr,insult
@g0u!,fr,insult
@g0u1,fr,insult
@g0ui,fr,insult
@gou!,fr,insult
@gou1,fr,insult
@goui,fr,insult
@l@u,fr,insult
@l0,fr,insult
@l0p@r,fr,insult
@l0p,fr,insult
@l0p,fr,insult
@l,fr,insult
@l,fr,insult
@lo,fr,insult
@lop@r,fr,insult
@lop,fr,insult
@lop,fr,insult
@tr0u!ll,fr,insult
@tr0u!ll,fr,insult
@tr0u1ll,fr,insult
@tr0u1ll,fr,insult
@tr0uill,fr,insult
@tr0uill,fr,insult
@trou!ll,fr,insult
@trou!ll,fr,insult
@trou1ll,fr,insult
@trou1ll,fr,insult
@trouill,fr,insult
@trouill,fr,insult
0tt!53u,fr,insult
0tt!5eu,fr,insult
0tt153u,fr,insult
0tt15eu,fr,insult
0tti53u,fr,insult
0tti5eu,fr,insult
0u5-m3rd,fr,insult
0u5-merd,fr,insult
3nt-l@-p!55,fr,insult
3nt-l@-p155,fr,insult
3nt-l@-pi55,fr,insult
3nt-la-p!55,fr,insult
3nt-la-p155,fr,insult
3nt-la-pi55,fr,insult
ag0u!,fr,insult
ag0u1,fr,insult
ag0ui,fr,insult
agou!,fr,insult
agou1,fr,insult
agoui,fr,insult
al0,fr,insult
al0p,fr,insult
al0par,fr,insult
al0p,fr,insult
al,fr,insult
alau,fr,insult
al,fr,insult
alo,fr,insult
alop,fr,insult
alopar,fr,insult
alop,fr,insult
atr0u!ll,fr,insult
atr0u!ll,fr,insult
atr0u1ll,fr,insult
atr0u1ll,fr,insult
atr0uill,fr,insult
atr0uill,fr,insult
atrou!ll,fr,insult
atrou!ll,fr,insult
atrou1ll,fr,insult
atrou1ll,fr,insult
atrouill,fr,insult
atrouill,fr,insult
chb3,fr,insult
chbe,fr,insult
chl3,fr,insult
chle,fr,insult
chn0,fr,insult
chn0c,fr,insult
chn0qu,fr,insult
chn0qu,fr,insult
chno,fr,insult
chnoc,fr,insult
chnoqu,fr,insult
chnoqu,fr,insult
ent-l@-p!55,fr,insult
ent-l@-p155,fr,insult
ent-l@-pi55,fr,insult
ent-la-p!55,fr,insult
ent-la-p155,fr,insult
ent-la-pi55,fr,insult
ott!53u,fr,insult
ott!5eu,fr,insult
ott153u,fr,insult
ott15eu,fr,insult
otti53u,fr,insult
otti5eu,fr,insult
ou5-m3rd,fr,insult
ou5-merd,fr,insult
t3@r!qu,fr,insult
t3@r1qu,fr,insult
t3@riqu,fr,insult
t3ar!qu,fr,insult
t3ar1qu,fr,insult
t3ariqu,fr,insult
té@r!qu,fr,insult
te@r!qu,fr,insult
té@r!qu,fr,insult
te@r1qu,fr,insult
té@r1qu,fr,insult
te@r1qu,fr,insult
té@r1qu,fr,insult
te@riqu,fr,insult
té@riqu,fr,insult
te@riqu,fr,insult
té@riqu,fr,insult
tear!qu,fr,insult
téar!qu,fr,insult
tear!qu,fr,insult
téar!qu,fr,insult
tear1qu,fr,insult
téar1qu,fr,insult
tear1qu,fr,insult
téar1qu,fr,insult
teariqu,fr,insult
téariqu,fr,insult
teariqu,fr,insult
téariqu,fr,insult
brut,fr,insult
brut,fr,insult
brut,fr,insult
nd0u!ll,fr,insult
nd0u!ll,fr,insult
nd0u1ll,fr,insult
nd0u1ll,fr,insult
nd0uill,fr,insult
nd0uill,fr,insult
ndou!ll,fr,insult
ndou!ll,fr,insult
ndou1ll,fr,insult
ndou1ll,fr,insult
ndouill,fr,insult
ndouill,fr,insult
v0rt0,fr,insult
vorto,fr,insult
!@tc,fr,insult
!atc,fr,insult
!c0,fr,insult
!co,fr,insult
!t,fr,insult
!t3mb0!,fr,insult
!t3mb0!,fr,insult
!t3mbo!,fr,insult
!t3mbo!,fr,insult
!t,fr,insult
!temb0!,fr,insult
!temb0!,fr,insult
!tembo!,fr,insult
!tembo!,fr,insult
@t@r,fr,insult
0rd3,fr,insult
0rde,fr,insult
0uff0,fr,insult
0ugn0u,fr,insult
0ugn0ul!,fr,insult
0ugn0ul!5@t!0,fr,insult
0ugn0ul!53,fr,insult
0ugn0ul!5at!0,fr,insult
0ugn0ul!5e,fr,insult
0ugn0ul!,fr,insult
0ugn0ul!s@t!0,fr,insult
0ugn0ul!s3,fr,insult
0ugn0ul!sat!0,fr,insult
0ugn0ul!se,fr,insult
0ugn0ul1,fr,insult
0ugn0ul15@t10,fr,insult
0ugn0ul153,fr,insult
0ugn0ul15at10,fr,insult
0ugn0ul15e,fr,insult
0ugn0ul1,fr,insult
0ugn0ul1s@t10,fr,insult
0ugn0ul1s3,fr,insult
0ugn0ul1sat10,fr,insult
0ugn0ul1se,fr,insult
0ugn0ul,fr,insult
0ugn0ul,fr,insult
0ugn0uli,fr,insult
0ugn0uli5@ti0,fr,insult
0ugn0uli53,fr,insult
0ugn0uli5ati0,fr,insult
0ugn0uli5e,fr,insult
0ugn0uli,fr,insult
0ugn0ulis@ti0,fr,insult
0ugn0ulis3,fr,insult
0ugn0ulisati0,fr,insult
0ugn0ulise,fr,insult
0ugr,fr,insult
0ugr,fr,insult
0uk@,fr,insult
0uka,fr,insult
0un!0u,fr,insult
0un10u,fr,insult
0uni0u,fr,insult
0urd!ll,fr,insult
0urd!ll,fr,insult
0urd1ll,fr,insult
0urd1ll,fr,insult
0urdill,fr,insult
0urdill,fr,insult
0us3u,fr,insult
0useu,fr,insult
1@tc,fr,insult
1atc,fr,insult
1c0,fr,insult
1co,fr,insult
1t,fr,insult
1t3mb01,fr,insult
1t3mb01,fr,insult
1t3mbo1,fr,insult
1t3mbo1,fr,insult
1t,fr,insult
1temb01,fr,insult
1temb01,fr,insult
1tembo1,fr,insult
1tembo1,fr,insult
3@u,fr,insult
3au,fr,insult
ât@r,fr,insult
atar,fr,insult
âtar,fr,insult
e@u,fr,insult
eau,fr,insult
i@tc,fr,insult
iatc,fr,insult
ic0,fr,insult
ico,fr,insult
it,fr,insult
it3mb0i,fr,insult
it3mb0i,fr,insult
it3mboi,fr,insult
it3mboi,fr,insult
it,fr,insult
itemb0i,fr,insult
itemb0i,fr,insult
itemboi,fr,insult
itemboi,fr,insult
ord3,fr,insult
orde,fr,insult
ouffo,fr,insult
ougnou,fr,insult
ougnoul!,fr,insult
ougnoul!5@t!o,fr,insult
ougnoul!53,fr,insult
ougnoul!5at!o,fr,insult
ougnoul!5e,fr,insult
ougnoul!,fr,insult
ougnoul!s@t!o,fr,insult
ougnoul!s3,fr,insult
ougnoul!sat!o,fr,insult
ougnoul!se,fr,insult
ougnoul1,fr,insult
ougnoul15@t1o,fr,insult
ougnoul153,fr,insult
ougnoul15at1o,fr,insult
ougnoul15e,fr,insult
ougnoul1,fr,insult
ougnoul1s@t1o,fr,insult
ougnoul1s3,fr,insult
ougnoul1sat1o,fr,insult
ougnoul1se,fr,insult
ougnoul,fr,insult
ougnoul,fr,insult
ougnouli,fr,insult
ougnouli5@tio,fr,insult
ougnouli53,fr,insult
ougnouli5atio,fr,insult
ougnouli5e,fr,insult
ougnouli,fr,insult
ougnoulis@tio,fr,insult
ougnoulis3,fr,insult
ougnoulisatio,fr,insult
ougnoulise,fr,insult
ougr,fr,insult
ougr,fr,insult
ouk@,fr,insult
ouka,fr,insult
oun!ou,fr,insult
oun1ou,fr,insult
ouniou,fr,insult
ourd!ll,fr,insult
ourd!ll,fr,insult
ourd1ll,fr,insult
ourd1ll,fr,insult
ourdill,fr,insult
ourdill,fr,insult
ous3u,fr,insult
ouseu,fr,insult
r!53-burn3,fr,insult
r!5e-burne,fr,insult
r!s3-burn3,fr,insult
r!se-burne,fr,insult
r@nl3,fr,insult
r@nl3u,fr,insult
r@nle,fr,insult
r@nleu,fr,insult
r@nqu,fr,insult
r@nqu,fr,insult
r153-burn3,fr,insult
r15e-burne,fr,insult
r1s3-burn3,fr,insult
r1se-burne,fr,insult
ranl3,fr,insult
ranl3u,fr,insult
ranle,fr,insult
ranleu,fr,insult
ranqu,fr,insult
ranqu,fr,insult
ri53-burn3,fr,insult
ri5e-burne,fr,insult
ris3-burn3,fr,insult
rise-burne,fr,insult
@553-b0nb0,fr,insult
@553-bonbo,fr,insult
@553-c0u!ll,fr,insult
@553-c0u!ll3,fr,insult
@553-c0u1ll,fr,insult
@553-c0u1ll3,fr,insult
@553-c0uill,fr,insult
@553-c0uill3,fr,insult
@553-cou!ll,fr,insult
@553-cou!ll3,fr,insult
@553-cou1ll,fr,insult
@553-cou1ll3,fr,insult
@553-couill,fr,insult
@553-couill3,fr,insult
@55e-b0nb0,fr,insult
@55e-bonbo,fr,insult
@55e-c0u!ll,fr,insult
@55e-c0u!lle,fr,insult
@55e-c0u1ll,fr,insult
@55e-c0u1lle,fr,insult
@55e-c0uill,fr,insult
@55e-c0uille,fr,insult
@55e-cou!ll,fr,insult
@55e-cou!lle,fr,insult
@55e-cou1ll,fr,insult
@55e-cou1lle,fr,insult
@55e-couill,fr,insult
@55e-couille,fr,insult
@c0,fr,insult
@co,fr,insult
@fr,fr,insult
@fr,fr,insult
@ld0ch,fr,insult
@ld0ch,fr,insult
@ldoch,fr,insult
@ldoch,fr,insult
@ss3-b0nb0,fr,insult
@ss3-bonbo,fr,insult
@ss3-c0u!ll,fr,insult
@ss3-c0u!ll3,fr,insult
@ss3-c0u1ll,fr,insult
@ss3-c0u1ll3,fr,insult
@ss3-c0uill,fr,insult
@ss3-c0uill3,fr,insult
@ss3-cou!ll,fr,insult
@ss3-cou!ll3,fr,insult
@ss3-cou1ll,fr,insult
@ss3-cou1ll3,fr,insult
@ss3-couill,fr,insult
@ss3-couill3,fr,insult
@sse-b0nb0,fr,insult
@sse-bonbo,fr,insult
@sse-c0u!ll,fr,insult
@sse-c0u!lle,fr,insult
@sse-c0u1ll,fr,insult
@sse-c0u1lle,fr,insult
@sse-c0uill,fr,insult
@sse-c0uille,fr,insult
@sse-cou!ll,fr,insult
@sse-cou!lle,fr,insult
@sse-cou1ll,fr,insult
@sse-cou1lle,fr,insult
@sse-couill,fr,insult
@sse-couille,fr,insult
0ch,fr,insult
0ch,fr,insult
0,fr,insult
0n@55,fr,insult
0n@55,fr,insult
0n@r,fr,insult
0n@ss,fr,insult
0n@ss,fr,insult
0n,fr,insult
0na55,fr,insult
0na55,fr,insult
0nar,fr,insult
0nass,fr,insult
0nass,fr,insult
0nch!3,fr,insult
0nch!e,fr,insult
0nch13,fr,insult
0nch1e,fr,insult
0nchi3,fr,insult
0nchie,fr,insult
0nn@55,fr,insult
0nn@55,fr,insult
0nn@r,fr,insult
0nn@rd,fr,insult
0nn@rd,fr,insult
0nn@ss,fr,insult
0nn@ss,fr,insult
0nn,fr,insult
0nna55,fr,insult
0nna55,fr,insult
0nnar,fr,insult
0nnard,fr,insult
0nnard,fr,insult
0nnass,fr,insult
0nnass,fr,insult
0nn,fr,insult
0n,fr,insult
0u1ll0,fr,insult
0u1ll0nn3,fr,insult
0u1ll,fr,insult
0u1ll3,fr,insult
0uill0,fr,insult
0uill0nn3,fr,insult
0uill0nne,fr,insult
0uill,fr,insult
0uill3,fr,insult
0uill,fr,insult
0uille,fr,insult
0un!fl,fr,insult
0un!fl,fr,insult
0un1fl,fr,insult
0un1fl,fr,insult
0unifl,fr,insult
0unifl,fr,insult
0urt@u,fr,insult
0urtau,fr,insult
a553-b0nb0,fr,insult
a553-bonbo,fr,insult
a553-c0u!ll,fr,insult
a553-c0u!ll3,fr,insult
a553-c0u1ll,fr,insult
a553-c0u1ll3,fr,insult
a553-c0uill,fr,insult
a553-c0uill3,fr,insult
a553-cou!ll,fr,insult
a553-cou!ll3,fr,insult
a553-cou1ll,fr,insult
a553-cou1ll3,fr,insult
a553-couill,fr,insult
a553-couill3,fr,insult
a55e-b0nb0,fr,insult
a55e-bonbo,fr,insult
a55e-c0u!ll,fr,insult
a55e-c0u!lle,fr,insult
a55e-c0u1ll,fr,insult
a55e-c0u1lle,fr,insult
a55e-c0uill,fr,insult
a55e-c0uille,fr,insult
a55e-cou!ll,fr,insult
a55e-cou!lle,fr,insult
a55e-cou1ll,fr,insult
a55e-cou1lle,fr,insult
a55e-couill,fr,insult
a55e-couille,fr,insult
ac0,fr,insult
aco,fr,insult
afr,fr,insult
afr,fr,insult
ald0ch,fr,insult
ald0ch,fr,insult
aldoch,fr,insult
aldoch,fr,insult
ass3-b0nb0,fr,insult
ass3-bonbo,fr,insult
ass3-c0u!ll,fr,insult
ass3-c0u!ll3,fr,insult
ass3-c0u1ll,fr,insult
ass3-c0u1ll3,fr,insult
ass3-c0uill,fr,insult
ass3-c0uill3,fr,insult
ass3-cou!ll,fr,insult
ass3-cou!ll3,fr,insult
ass3-cou1ll,fr,insult
ass3-cou1ll3,fr,insult
ass3-couill,fr,insult
ass3-couill3,fr,insult
asse-b0nb0,fr,insult
asse-bonbo,fr,insult
asse-c0u!ll,fr,insult
asse-c0u!lle,fr,insult
asse-c0u1ll,fr,insult
asse-c0u1lle,fr,insult
asse-c0uill,fr,insult
asse-c0uille,fr,insult
asse-cou!ll,fr,insult
asse-cou!lle,fr,insult
asse-cou1ll,fr,insult
asse-cou1lle,fr,insult
asse-couill,fr,insult
asse-couille,fr,insult
h!3nn@55,fr,insult
h!3nn@ss,fr,insult
h!3nna55,fr,insult
h!3nnass,fr,insult
h!3,fr,insult
h!enn@55,fr,insult
h!enn@ss,fr,insult
h!enna55,fr,insult
h!ennass,fr,insult
h!e,fr,insult
h!n3t0,fr,insult
h!n3t0qu,fr,insult
h!n3to,fr,insult
h!n3toqu,fr,insult
h!net0,fr,insult
h!net0qu,fr,insult
h!neto,fr,insult
h!netoqu,fr,insult
h!nt0,fr,insult
h!nto,fr,insult
h@ch@,fr,insult
h@g@55,fr,insult
h@g@55,fr,insult
h@g@ss,fr,insult
h@g@ss,fr,insult
h@uff@r,fr,insult
h13nn@55,fr,insult
h13nn@ss,fr,insult
h13nna55,fr,insult
h13nnass,fr,insult
h13,fr,insult
h13u,fr,insult
h13ur,fr,insult
h1enn@55,fr,insult
h1enn@ss,fr,insult
h1enna55,fr,insult
h1ennass,fr,insult
h1e,fr,insult
h1eu,fr,insult
h1eur,fr,insult
h1n3t0,fr,insult
h1n3t0qu,fr,insult
h1n3to,fr,insult
h1n3toqu,fr,insult
h1net0,fr,insult
h1net0qu,fr,insult
h1neto,fr,insult
h1netoqu,fr,insult
h1nt0,fr,insult
h1nto,fr,insult
hacha,fr,insult
haga55,fr,insult
haga55,fr,insult
hagass,fr,insult
hagass,fr,insult
hauffar,fr,insult
hi3nn@55,fr,insult
hi3nn@ss,fr,insult
hi3nna55,fr,insult
hi3nnass,fr,insult
hi3,fr,insult
hi3u,fr,insult
hi3ur,fr,insult
hienn@55,fr,insult
hienn@ss,fr,insult
hienna55,fr,insult
hiennass,fr,insult
hie,fr,insult
hieu,fr,insult
hieur,fr,insult
hin3t0,fr,insult
hin3t0qu,fr,insult
hin3to,fr,insult
hin3toqu,fr,insult
hinet0,fr,insult
hinet0qu,fr,insult
hineto,fr,insult
hinetoqu,fr,insult
hint0,fr,insult
hinto,fr,insult
hl3u,fr,insult
hleu,fr,insult
hn0qu,fr,insult
hn0qu,fr,insult
hnoqu,fr,insult
hnoqu,fr,insult
och,fr,insult
och,fr,insult
o,fr,insult
on@55,fr,insult
on@55,fr,insult
on@r,fr,insult
on@ss,fr,insult
on@ss,fr,insult
on,fr,insult
ona55,fr,insult
ona55,fr,insult
onar,fr,insult
onass,fr,insult
onass,fr,insult
onch!3,fr,insult
onch!e,fr,insult
onch13,fr,insult
onch1e,fr,insult
onchi3,fr,insult
onchie,fr,insult
onn@55,fr,insult
onn@55,fr,insult
onn@r,fr,insult
onn@rd,fr,insult
onn@rd,fr,insult
onn@ss,fr,insult
onn@ss,fr,insult
onn,fr,insult
onna55,fr,insult
onna55,fr,insult
onnar,fr,insult
onnard,fr,insult
onnard,fr,insult
onnass,fr,insult
onnass,fr,insult
onn,fr,insult
on,fr,insult
ou1ll,fr,insult
ou1lle,fr,insult
ou1llo,fr,insult
ou1llonne,fr,insult
ouill,fr,insult
ouill3,fr,insult
ouill,fr,insult
ouille,fr,insult
ouillo,fr,insult
ouillonn3,fr,insult
ouillonne,fr,insult
oun!fl,fr,insult
oun!fl,fr,insult
oun1fl,fr,insult
oun1fl,fr,insult
ounifl,fr,insult
ounifl,fr,insult
ourt@u,fr,insult
ourtau,fr,insult
r!cr,fr,insult
r0tt,fr,insult
r0tt,fr,insult
r0tt,fr,insult
r0u!ll@,fr,insult
r0u!ll,fr,insult
r0u!lla,fr,insult
r0u!ll,fr,insult
r0u1ll@,fr,insult
r0u1ll,fr,insult
r0u1lla,fr,insult
r0u1ll,fr,insult
r0uill@,fr,insult
r0uill,fr,insult
r0uilla,fr,insult
r0uill,fr,insult
r0ût0,fr,insult
r1cr,fr,insult
r3t!,fr,insult
r3t1,fr,insult
r3ti,fr,insult
r3v@r,fr,insult
r3var,fr,insult
r3vur,fr,insult
ret!,fr,insult
rét!,fr,insult
ret1,fr,insult
rét1,fr,insult
reti,fr,insult
réti,fr,insult
rev@r,fr,insult
revar,fr,insult
revur,fr,insult
ricr,fr,insult
rott,fr,insult
rott,fr,insult
rott,fr,insult
rou!ll@,fr,insult
rou!ll,fr,insult
rou!lla,fr,insult
rou!ll,fr,insult
rou1ll@,fr,insult
rou1ll,fr,insult
rou1lla,fr,insult
rou1ll,fr,insult
rouill@,fr,insult
rouill,fr,insult
rouilla,fr,insult
rouill,fr,insult
roûto,fr,insult
u,fr,insult
3b!l,fr,insult
3b1l,fr,insult
3bil,fr,insult
3gu3l@ss,fr,insult
3gu3lass,fr,insult
3m3rd3,fr,insult
eb!l,fr,insult
éb!l,fr,insult
eb!l,fr,insult
éb!l,fr,insult
eb1l,fr,insult
éb1l,fr,insult
eb1l,fr,insult
éb1l,fr,insult
ebil,fr,insult
ébil,fr,insult
ebil,fr,insult
ébil,fr,insult
éguel@ss,fr,insult
eguelass,fr,insult
éguelass,fr,insult
emerde,fr,insult
émerde,fr,insult
r0u!ll,fr,insult
r0u!ll,fr,insult
r0u1ll,fr,insult
r0u1ll,fr,insult
r0uill,fr,insult
r0uill,fr,insult
rou!ll,fr,insult
rou!ll,fr,insult
rou1ll,fr,insult
rou1ll,fr,insult
rouill,fr,insult
rouill,fr,insult
u schn0,fr,insult
u schno,fr,insult
u5chn0c,fr,insult
u5chnoc,fr,insult
uc0,fr,insult
uc0nn0,fr,insult
uco,fr,insult
uconno,fr,insult
ug3n0u,fr,insult
ug3nou,fr,insult
ugen0u,fr,insult
ugenou,fr,insult
ugl@n,fr,insult
uglan,fr,insult
uschn0c,fr,insult
uschnoc,fr,insult
5p!ng0!,fr,insult
5p!ngo!,fr,insult
5p1ng01,fr,insult
5p1ngo1,fr,insult
5ping0i,fr,insult
5pingoi,fr,insult
mm@nch,fr,insult
mm@nch,fr,insult
mmanch,fr,insult
mmanch,fr,insult
mmerde,fr,insult
mmerdeu5,fr,insult
mmerdeu,fr,insult
mmerdeus,fr,insult
mp@f,fr,insult
mp@f,fr,insult
mp@p@0ut,fr,insult
mp@p@0ut,fr,insult
mp@p@out,fr,insult
mp@p@out,fr,insult
mpaf,fr,insult
mpaf,fr,insult
mpapa0ut,fr,insult
mpapa0ut,fr,insult
mpapaout,fr,insult
mpapaout,fr,insult
ncul,fr,insult
ncul,fr,insult
ncule,fr,insult
nculeu,fr,insult
nf0!r,fr,insult
nf0!r,fr,insult
nf01r,fr,insult
nf01r,fr,insult
nf0ir,fr,insult
nf0ir,fr,insult
nflur,fr,insult
nfo!r,fr,insult
nfo!r,fr,insult
nfo1r,fr,insult
nfo1r,fr,insult
nfoir,fr,insult
nfoir,fr,insult
nv@5el!neu,fr,insult
nv@5el1neu,fr,insult
nv@5elineu,fr,insult
nv@sel!neu,fr,insult
nv@sel1neu,fr,insult
nv@selineu,fr,insult
nva5el!neu,fr,insult
nva5el1neu,fr,insult
nva5elineu,fr,insult
nvasel!neu,fr,insult
nvasel1neu,fr,insult
nvaselineu,fr,insult
p@!,fr,insult
p@!,fr,insult
p@!,fr,insult
p@!,fr,insult
p@1,fr,insult
p@1,fr,insult
p@1,fr,insult
p@1,fr,insult
p@i,fr,insult
p@i,fr,insult
p@i,fr,insult
p@i,fr,insult
pa!,fr,insult
pa!,fr,insult
pa!,fr,insult
pa!,fr,insult
pa1,fr,insult
pa1,fr,insult
pa1,fr,insult
pa1,fr,insult
pai,fr,insult
pai,fr,insult
pai,fr,insult
pai,fr,insult
sp!ng0!,fr,insult
sp!ngo!,fr,insult
sp1ng01,fr,insult
sp1ngo1,fr,insult
sping0i,fr,insult
spingoi,fr,insult
tr0,fr,insult
tr0,fr,insult
tro,fr,insult
tro,fr,insult
!0tt,fr,insult
!0tt,fr,insult
!ott,fr,insult
!ott,fr,insult
0ut3u,fr,insult
0uteu,fr,insult
0utr,fr,insult
0utr,fr,insult
10tt,fr,insult
10tt,fr,insult
1ott,fr,insult
1ott,fr,insult
31gn@ss,fr,insult
3ign@ss,fr,insult
3ignass,fr,insult
D,fr,insult
e1gnass,fr,insult
eign@ss,fr,insult
eignass,fr,insult
i0tt,fr,insult
i0tt,fr,insult
iott,fr,insult
iott,fr,insult
out3u,fr,insult
outeu,fr,insult
outr,fr,insult
outr,fr,insult
r!t,fr,insult
r1t,fr,insult
rit,fr,insult
um!3,fr,insult
um!e,fr,insult
um13,fr,insult
um1e,fr,insult
umi3,fr,insult
umie,fr,insult
@rc,fr,insult
@rc,fr,insult
@up,fr,insult
@up,fr,insult
0d0,fr,insult
0g0,fr,insult
0,fr,insult
0u!ll@n,fr,insult
0u!llan,fr,insult
0u!n,fr,insult
0u!n,fr,insult
0u1ll@n,fr,insult
0u1llan,fr,insult
0u1n,fr,insult
0u1n,fr,insult
0uill@n,fr,insult
0uillan,fr,insult
0uin,fr,insult
0uin,fr,insult
0urd,fr,insult
0urd,fr,insult
0urg@nd!n,fr,insult
0urg@nd!n,fr,insult
0urg@nd1n,fr,insult
0urg@nd1n,fr,insult
0urg@ndin,fr,insult
0urg@ndin,fr,insult
0urgand!n,fr,insult
0urgand!n,fr,insult
0urgand1n,fr,insult
0urgand1n,fr,insult
0urgandin,fr,insult
0urgandin,fr,insult
arc,fr,insult
arc,fr,insult
aup,fr,insult
aup,fr,insult
D,fr,insult
l@n,fr,insult
l@nd0u!ll0,fr,insult
l@nd0u1ll0,fr,insult
l@nd0uill0,fr,insult
l@nd3u5,fr,insult
l@nd3u,fr,insult
l@nd3us,fr,insult
l@ndeu5,fr,insult
l@ndeu,fr,insult
l@ndeus,fr,insult
l@ndou!llo,fr,insult
l@ndou1llo,fr,insult
l@ndouillo,fr,insult
l@nd,fr,insult
lan,fr,insult
land0u!ll0,fr,insult
land0u1ll0,fr,insult
land0uill0,fr,insult
land3u5,fr,insult
land3u,fr,insult
land3us,fr,insult
landeu5,fr,insult
landeu,fr,insult
landeus,fr,insult
landou!llo,fr,insult
landou1llo,fr,insult
landouillo,fr,insult
land,fr,insult
n0u,fr,insult
n0ul,fr,insult
n0ul,fr,insult
nou,fr,insult
noul,fr,insult
noul,fr,insult
odo,fr,insult
ogo,fr,insult
o,fr,insult
ou!ll@n,fr,insult
ou!llan,fr,insult
ou!n,fr,insult
ou!n,fr,insult
ou1ll@n,fr,insult
ou1llan,fr,insult
ou1n,fr,insult
ou1n,fr,insult
ouill@n,fr,insult
ouillan,fr,insult
ouin,fr,insult
ouin,fr,insult
ourd,fr,insult
ourd,fr,insult
ourg@nd!n,fr,insult
ourg@nd!n,fr,insult
ourg@nd1n,fr,insult
ourg@nd1n,fr,insult
ourg@ndin,fr,insult
ourg@ndin,fr,insult
ourgand!n,fr,insult
ourgand!n,fr,insult
ourgand1n,fr,insult
ourgand1n,fr,insult
ourgandin,fr,insult
ourgandin,fr,insult
r0gn@55,fr,insult
r0gn@55,fr,insult
r0gn@ss,fr,insult
r0gn@ss,fr,insult
r0gna55,fr,insult
r0gna55,fr,insult
r0gnass,fr,insult
r0gnass,fr,insult
rogn@55,fr,insult
rogn@55,fr,insult
rogn@ss,fr,insult
rogn@ss,fr,insult
rogna55,fr,insult
rogna55,fr,insult
rognass,fr,insult
rognass,fr,insult
u!nd0ul,fr,insult
u!nd0ul,fr,insult
u!ndoul,fr,insult
u!ndoul,fr,insult
u1nd0ul,fr,insult
u1nd0ul,fr,insult
u1ndoul,fr,insult
u1ndoul,fr,insult
u3n!ch,fr,insult
u3n1ch,fr,insult
u3nich,fr,insult
uen!ch,fr,insult
uen1ch,fr,insult
uenich,fr,insult
uind0ul,fr,insult
uind0ul,fr,insult
uindoul,fr,insult
uindoul,fr,insult
mb3cil,fr,insult
mbecil,fr,insult
mbécil,fr,insult
mbecil,fr,insult
mbécil,fr,insult
3@n-f0utr,fr,insult
3@n-foutr,fr,insult
3an-f0utr,fr,insult
3an-foutr,fr,insult
e@n-f0utr,fr,insult
e@n-foutr,fr,insult
ean-f0utr,fr,insult
ean-foutr,fr,insult
!k0,fr,insult
